0;0;0;0;land;false;unknown;0
1;149;199;191;land;false;jungle;1
2;210;198;243;land;false;jungle;1
3;252;129;141;land;false;plains;1
4;214;241;112;land;false;jungle;1
5;178;186;187;land;false;jungle;1
6;244;121;180;land;false;jungle;1
7;185;155;249;land;false;jungle;1
8;178;140;233;land;false;plains;1
9;200;228;119;land;false;jungle;1
10;204;224;85;land;false;jungle;1
11;250;237;205;land;false;plains;1
12;172;252;194;land;false;jungle;1
13;211;185;181;land;false;jungle;1
14;166;155;180;land;false;jungle;1
15;85;226;207;land;false;jungle;1
16;201;208;231;land;false;jungle;1
17;83;246;178;land;false;jungle;1
18;223;125;220;land;false;jungle;1
19;235;100;228;land;false;plains;1
20;208;222;132;land;false;jungle;1
21;104;201;212;land;false;jungle;1
22;120;163;232;land;false;jungle;1
23;235;167;132;land;false;plains;1
24;204;135;179;land;false;jungle;1
25;206;63;239;land;false;desert;1
26;215;239;134;land;true;plains;1
27;222;247;122;land;false;plains;1
28;194;245;210;land;false;plains;1
29;224;198;204;land;false;plains;1
30;233;121;180;land;false;jungle;1
31;201;128;185;land;false;jungle;1
32;245;226;201;land;false;jungle;1
33;221;238;82;land;false;jungle;1
34;153;251;192;land;false;plains;1
35;251;219;173;land;false;mountain;1
36;165;201;254;land;false;jungle;1
37;234;122;218;land;false;jungle;1
38;235;193;198;land;false;jungle;1
39;253;159;214;land;false;jungle;1
40;186;199;239;land;false;jungle;1
41;173;248;96;land;false;jungle;1
42;138;144;247;land;false;jungle;1
43;235;102;172;land;false;jungle;1
44;204;178;226;land;false;jungle;1
45;249;210;60;land;false;jungle;1
46;247;197;234;land;false;plains;1
47;104;161;239;land;false;jungle;1
48;227;211;119;land;false;jungle;1
49;190;99;227;land;false;jungle;1
50;121;192;195;land;false;jungle;1
51;200;191;111;land;false;jungle;1
52;205;175;124;land;false;plains;1
53;169;175;190;land;false;jungle;1
54;180;233;172;land;false;jungle;1
55;207;191;109;land;false;jungle;1
56;196;160;215;land;false;jungle;1
57;156;226;123;land;false;jungle;1
58;196;213;244;land;false;plains;1
59;223;210;226;land;false;plains;1
60;217;241;93;land;false;plains;1
61;125;233;234;land;false;plains;1
62;238;211;91;land;false;jungle;1
63;213;210;156;land;false;jungle;1
64;227;157;120;land;false;jungle;1
65;226;174;200;land;false;jungle;1
66;242;197;164;land;false;jungle;1
67;234;229;253;land;false;desert;1
68;227;184;236;land;false;plains;1
69;197;203;223;land;false;plains;1
70;210;166;183;land;false;jungle;1
71;240;235;142;land;false;plains;1
72;109;220;203;land;true;plains;1
73;243;193;200;land;false;jungle;1
74;252;249;179;land;false;plains;1
75;203;230;201;land;false;plains;1
76;248;230;82;land;false;jungle;1
77;188;230;209;land;false;plains;1
78;136;218;231;land;false;plains;1
79;240;250;240;land;false;plains;1
80;68;234;247;land;false;jungle;1
81;105;229;204;land;false;plains;1
82;190;201;140;land;false;jungle;1
83;123;217;249;land;false;desert;1
84;155;148;242;land;false;jungle;1
85;156;100;250;land;false;mountain;1
86;204;232;125;land;true;plains;1
87;230;206;119;land;false;jungle;1
88;218;209;152;land;false;jungle;1
89;162;250;159;land;false;plains;1
90;231;120;248;land;false;jungle;1
91;174;210;171;land;false;desert;1
92;214;187;199;land;false;jungle;1
93;38;242;233;land;false;jungle;1
94;167;216;246;land;false;jungle;1
95;190;129;243;land;false;jungle;1
96;219;140;241;land;false;plains;1
97;253;180;208;land;false;jungle;1
98;166;133;205;land;false;plains;1
99;185;142;243;land;false;jungle;1
100;250;216;106;land;true;plains;1
101;119;233;168;land;false;jungle;1
102;252;106;173;land;false;jungle;1
103;251;58;249;land;false;desert;1
104;231;147;210;land;false;desert;1
105;193;175;185;land;false;jungle;1
106;234;103;173;land;false;mountain;1
107;211;85;225;land;false;jungle;1
